timestamp,download,upload,ping,bytes_sent,bytes_received
2021-02-11T17:10:02.559196Z,117122086.95034826,9132279.758380692,27.431,11526144,146495100
2021-02-11T17:20:02.567320Z,115711759.03642331,11551589.298373505,22.179,14614528,146795014
2021-02-11T17:30:02.558350Z,115385570.37570694,11616794.661169125,20.376,14622720,146354694
2021-02-11T17:40:02.539002Z,115696834.43365234,11194839.409822974,23.543,14516224,145207814
2021-02-11T17:50:02.665773Z,104300373.23028797,11748744.900717001,21.955,15024128,131048848
2021-02-11T18:00:02.487899Z,116399511.08173896,11417155.947928356,24.346,14548992,145996294
2021-02-11T18:10:02.596283Z,111304058.06068812,9041631.31228619,28.131,11575296,139852294
2021-02-11T18:20:02.591913Z,114052761.33208193,7534457.638519391,26.835,9535488,143582608
2021-02-11T18:30:02.580563Z,115458978.06982912,7973713.176436553,26.457,10420224,144902784
2021-02-11T18:40:03.529574Z,24096476.24746617,1800336.9423492607,44.58,2760704,30473712
2021-02-11T18:50:02.574571Z,111622367.5690428,4365850.172278359,25.924,5996544,140377488
2021-02-11T19:00:02.580591Z,102807978.49605763,2561952.0403227746,26.87,3555328,129318288
2021-02-11T19:10:02.717950Z,87555467.77388357,2134999.3945225645,24.828,3104768,109960356
2021-02-11T19:20:02.546197Z,104214308.00074899,3066518.9818179435,32.199,3981312,130409636
2021-02-11T19:30:02.543947Z,97775345.00399272,2891100.2989439983,23.131,4046848,122559888
2021-02-11T19:40:02.575101Z,76039675.95460247,1654801.6099760116,22.368,2629632,95245476
2021-02-11T19:50:02.567999Z,115532183.84755088,6436779.903948813,24.942,8200192,145071740
2021-02-11T20:00:02.579016Z,112154110.3445415,4789769.945806664,26.91,6471680,142756122
2021-02-11T20:10:02.541581Z,115876109.00492339,7407760.445409614,24.08,9355264,145302928
2021-02-11T20:20:02.541345Z,115944593.59686896,8617165.643068431,23.325,11034624,145241488
2021-02-11T20:30:02.639260Z,112662984.8866436,11404506.524568075,25.207,14344192,140997796
2021-02-11T20:40:02.538666Z,116520234.62031011,11735574.196318414,25.169,14843904,146289516
2021-02-11T20:50:02.566513Z,114726479.41185771,11376020.325399183,25.851,14524416,145061500
2021-02-11T21:00:02.561868Z,114952683.15262362,10615637.797227625,21.04,13549568,144877180
2021-02-11T21:10:02.557047Z,116065602.9654615,10098771.29160838,24.045,13262848,145921660
2021-02-11T21:20:02.608002Z,116327820.73811154,8830492.2762297,23.192,11264000,146070928
2021-02-11T21:30:02.539049Z,115108530.24234761,6034839.131225859,28.315,7946240,144436860
2021-02-11T21:40:02.554493Z,116122337.5092473,6576719.236850811,27.237,8724480,145377562
